,created_at,text,Clean,Hashtags,Mentions,Hour,Sentiment,Sentiment_Label,Sentiment_Score
146083,2020-03-29T08:21:31,"Member of Parliament for Ledzokuku and Board Chair for Korle-Bu Teaching Hospital, Dr. Benard Oko-Boye explains all there is to know about Ghana's testing system for COVID-19 cases. 
@ikbonney @Generals_Creed 

#StayAtHomeGh 
#COVID19
#SpreadCalmNotFear

 https://t.co/M4cxw3tMe4",member parliament ledzokuku board chair korle teaching hospital benard oko boye explains know ghana testing system covid cases ikbonney generals creed stayathomegh covid spreadcalmnotfear,"['StayAtHomeGh', 'COVID19', 'SpreadCalmNotFear']","['ikbonney', 'Generals_Creed']",8,"{'label': 'NEGATIVE', 'score': 0.979158878326416}",NEGATIVE,-0.979158878326416
149376,2020-03-29T08:30:05,"Help fight #CoronaVirus with #Ecoin and earn free Ecoins*🙏 ! Ecoin, the world's fastest-growing crypto will donate 150 Ecoins when you  Sign up and earn 600 Ecoins for free (worth $2 ). 150 Ecoins will be donated when you refer and earn 600 Ecoins 
https://t.co/sFMNu0fbES",help fight coronavirus ecoin earn free ecoins ecoin world fastest growing crypto donate ecoins sign earn ecoins free worth ecoins donated refer earn ecoins,"['CoronaVirus', 'Ecoin']",[],8,"{'label': 'NEGATIVE', 'score': 0.89276123046875}",NEGATIVE,-0.89276123046875
149406,2020-03-29T08:30:08,"India is currently locked down in order to control spread of the deadly Coronavirus that has already killed 21 people in the country.
@narendramodi @TheOfficialSBI 
#Coronavirus #lockeddown #COVID19  #NarendraModi #quarantine #SBI  #Corona https://t.co/YcnT1hhj9O",india currently locked order control spread deadly coronavirus already killed people country narendramodi theofficialsbi coronavirus lockeddown covid narendramodi quarantine sbi corona,"['Coronavirus', 'lockeddown', 'COVID19', 'NarendraModi', 'quarantine', 'SBI', 'Corona']","['narendramodi', 'TheOfficialSBI']",8,"{'label': 'NEGATIVE', 'score': 0.9929193258285522}",NEGATIVE,-0.9929193258285522
149492,2020-03-29T08:30:17,"Anyone seen Stanley Johnson, or is he still going down the pub? #coronavirus #fuckthetories",anyone seen stanley johnson still going pub coronavirus fuckthetories,"['coronavirus', 'fuckthetories']",[],8,"{'label': 'NEGATIVE', 'score': 0.9965874552726746}",NEGATIVE,-0.9965874552726746
150183,2020-03-29T08:32:07,Narrator; the death rate was exacerbated in the following weeks by #coronavirus infected letters being circulated nationwide.... https://t.co/XazUqrrwVp,narrator death rate exacerbated following weeks coronavirus infected letters circulated nationwide,['coronavirus'],[],8,"{'label': 'NEGATIVE', 'score': 0.9992668628692627}",NEGATIVE,-0.9992668628692627
150185,2020-03-29T08:32:08,"Coronavirus requires aggressive testing, yet there’s not a single lab in the North bar Abuja. We need tests before we use isolation centers. Praying that the outcome of #COVID19 is the establishment of robust forensics lab.",coronavirus requires aggressive testing yet not single lab north bar abuja need tests use isolation centers praying outcome covid establishment robust forensics lab,['COVID19'],[],8,"{'label': 'NEGATIVE', 'score': 0.9799504280090332}",NEGATIVE,-0.9799504280090332
150759,2020-03-29T08:33:39,"#March29
1. #Pakistan #Covid_19 cases jump to 1,542. #Sindh now has 481, #Punjab spikes to 570 taking the lead, KPK 188, #Balochistan 138, #Islamabad 43, GB 116 &amp; 6 in #Kashmir, whereas death toll now rises to 13
#CoronaUpdate #CoronaAlert #CoronaInPakistan   #CoronavirusOutbreak https://t.co/qXgEXtAAuU",march pakistan covid cases jump sindh punjab spikes taking lead kpk balochistan islamabad amp kashmir whereas death toll rises coronaupdate coronaalert coronainpakistan coronavirusoutbreak,"['March29', 'Pakistan', 'Covid_19', 'Sindh', 'Punjab', 'Balochistan', 'Islamabad', 'Kashmir', 'CoronaUpdate', 'CoronaAlert', 'CoronaInPakistan', 'CoronavirusOutbreak']",[],8,"{'label': 'NEGATIVE', 'score': 0.9813107252120972}",NEGATIVE,-0.9813107252120972
151434,2020-03-29T08:35:18,"@thatclarafied @kstreet111 Now here's a sacrifice I can get behind 👇

https://t.co/QN7BxIQbSL

#COVIDIOTS #Covid_19",thatclarafied kstreet sacrifice get behind covidiots covid,"['COVIDIOTS', 'Covid_19']","['thatclarafied', 'kstreet111']",8,"{'label': 'NEGATIVE', 'score': 0.9766665101051331}",NEGATIVE,-0.9766665101051331
152416,2020-03-29T08:38:43,The fucked thing is that in the near future somebody is gonna unknowingly tell a Nurse how hard their day at work was #StayAtHomeAndStaySafe #CoronaUpdate #coronavirus #CoronaLockdown #Covid_19,fucked thing near future somebody gonna unknowingly tell nurse hard day work stayathomeandstaysafe coronaupdate coronavirus coronalockdown covid,"['StayAtHomeAndStaySafe', 'CoronaUpdate', 'coronavirus', 'CoronaLockdown', 'Covid_19']",[],8,"{'label': 'NEGATIVE', 'score': 0.998007595539093}",NEGATIVE,-0.998007595539093
152433,2020-03-29T08:38:48,"Don't Abandon Healthy Eating During #Coronavirus Pandemic. A healthy diet with lots of fruits and vegetables and adequate protein and grains can help you maintain your immunity.

https://t.co/VqzvA340V7... https://t.co/WZzJBXiglX",abandon healthy eating coronavirus pandemic healthy diet lots fruits vegetables adequate protein grains help maintain immunity,['Coronavirus'],[],8,"{'label': 'NEGATIVE', 'score': 0.9970428347587585}",NEGATIVE,-0.9970428347587585
153224,2020-03-29T08:41:30,Good morning everyone! I’m all excited this morning because I just heard my mummy say where are we off to today the garden kitchen or front room so it sounds like we are off out on a trip 🐶 yippie I’ve been waiting for a new adventure #coronavirus #puppy #sausagedog #Isolation https://t.co/vlQPvgUYqb,good morning everyone excited morning heard mummy say today garden kitchen front room sounds like trip yippie waiting new adventure coronavirus puppy sausagedog isolation,"['coronavirus', 'puppy', 'sausagedog', 'Isolation']",[],8,"{'label': 'NEGATIVE', 'score': 0.9909761548042297}",NEGATIVE,-0.9909761548042297
154236,2020-03-29T08:45:07,What cities near me have been affected by coronavirus? via @aajtak #coronavirus #covid19 https://t.co/Vg4HDTu4Eu,cities near affected coronavirus via aajtak coronavirus covid,"['coronavirus', 'covid19']",['aajtak'],8,"{'label': 'NEGATIVE', 'score': 0.9895936250686646}",NEGATIVE,-0.9895936250686646
155894,2020-03-29T08:50:56,Well done Swansea University Engineers @ItsYourWales @BBCWales @ITVWales #Covid_19 #CoronaUpdate https://t.co/eCVZ06KcJC,well done swansea university engineers itsyourwales bbcwales itvwales covid coronaupdate,"['Covid_19', 'CoronaUpdate']","['ItsYourWales', 'BBCWales', 'ITVWales']",8,"{'label': 'POSITIVE', 'score': 0.9952612519264221}",POSITIVE,0.9952612519264221
157240,2020-03-29T08:55:42,"It is believed in China the death rates from #Covid_19 could be 40 times higher then official figures, as the world finally wakes up to the dangers of wild animal &amp; dog meat trade to global public health #Covid_19 https://t.co/nybj9L77yH",believed china death rates covid could times higher official figures world finally wakes dangers wild animal amp dog meat trade global public health covid,"['Covid_19', 'Covid_19']",[],8,"{'label': 'NEGATIVE', 'score': 0.9845142364501953}",NEGATIVE,-0.9845142364501953
160751,2020-03-29T09:08:24,"@ArvindKejriwal You wanted to people's to suffer #coronavirus , and arranged bus to travel , without any safety precautions and neglected social distance while traveling ...
#Lockdown21is for stop spreading viruses , but you did opposite ... Very guilty feeling ,",arvindkejriwal wanted people suffer coronavirus arranged bus travel without safety precautions neglected social distance traveling lockdown stop spreading viruses opposite guilty feeling,"['coronavirus', 'Lockdown21is']",['ArvindKejriwal'],9,"{'label': 'NEGATIVE', 'score': 0.9581466913223267}",NEGATIVE,-0.9581466913223267
161189,2020-03-29T09:10:31,.@michaelgove: “We have always followed the scientific advice.” 📺 #marr @BBCPolitics @AndrewMarr9 🦠 #coronavirus #covid19UK https://t.co/iwXqZys25a,michaelgove always followed scientific advice marr bbcpolitics andrewmarr coronavirus covid,"['marr', 'coronavirus', 'covid19UK']","['michaelgove', 'BBCPolitics', 'AndrewMarr9']",9,"{'label': 'POSITIVE', 'score': 0.9442287087440491}",POSITIVE,0.9442287087440491
162140,2020-03-29T09:14:55,If #Covid_19 means #ChinaVirus，What should #HIV mean？ https://t.co/x9T6JWhRiY,covid means chinavirus hiv mean,"['Covid_19', 'ChinaVirus', 'HIV']",[],9,"{'label': 'NEGATIVE', 'score': 0.9978789687156677}",NEGATIVE,-0.9978789687156677
162192,2020-03-29T09:15:03,"#Lockdown, what lockdown? #Sweden's unusual response to #coronavirus

https://t.co/klcmqap4N1",lockdown lockdown sweden unusual response coronavirus,"['Lockdown', 'Sweden', 'coronavirus']",[],9,"{'label': 'NEGATIVE', 'score': 0.9673766493797302}",NEGATIVE,-0.9673766493797302
163006,2020-03-29T09:18:40,"Incredible story. Happy Birthday Bob from Hampshire turns 112 today🥳

I heard him chatting on the radio this morning, his only disappointment is that this year he won’t be able to celebrate it with family &amp; friends due to #coronavirus #louthchat 😲 https://t.co/4xflwbLOAQ",incredible story happy birthday bob hampshire turns today heard chatting radio morning disappointment year able celebrate family amp friends due coronavirus louthchat,"['coronavirus', 'louthchat']",[],9,"{'label': 'POSITIVE', 'score': 0.9939871430397034}",POSITIVE,0.9939871430397034
163032,2020-03-29T09:18:48,Now there’s an app for the coronavirus I think we hear enough about it on the news. Don’t need an app it’s starting to get ridiculous now. #coronavid19 #coronavirusaustralia #coronavirus #CoronavirusPandemic #coronavirusoutbreak #CoronaOutbreak #9News #7NEWS #ABCNews #10NewsFirst https://t.co/6LFl53kJQl,app coronavirus think hear enough news need app starting get ridiculous coronavid coronavirusaustralia coronavirus coronaviruspandemic coronavirusoutbreak coronaoutbreak news news abcnews newsfirst,"['coronavid19', 'coronavirusaustralia', 'coronavirus', 'CoronavirusPandemic', 'coronavirusoutbreak', 'CoronaOutbreak', '9News', '7NEWS', 'ABCNews', '10NewsFirst']",[],9,"{'label': 'NEGATIVE', 'score': 0.9976116418838501}",NEGATIVE,-0.9976116418838501
163055,2020-03-29T09:18:56,"If the mantra is 'Test, Test, Test' sadly, it seems to me, the UK is still at the first T...

#Marr #ridge #SundayThoughts #coronavirus #COVID19",mantra test test test sadly seems still first marr ridge sundaythoughts coronavirus covid,"['Marr', 'ridge', 'SundayThoughts', 'coronavirus', 'COVID19']",[],9,"{'label': 'NEGATIVE', 'score': 0.9995073080062866}",NEGATIVE,-0.9995073080062866
163367,2020-03-29T09:20:17,Ntate Mazwai should have kept silent. Parent shouldn't discredit his own child. We know #ntsikimazwai is an adult with own independent views that has nothing to do with her family. Parents should let their children express themselves freely. #coronavirus,ntate mazwai kept silent parent discredit child know ntsikimazwai adult independent views nothing family parents let children express freely coronavirus,"['ntsikimazwai', 'coronavirus']",[],9,"{'label': 'NEGATIVE', 'score': 0.986354410648346}",NEGATIVE,-0.986354410648346
167287,2020-03-29T09:38:43,@jidesanwoolu @AsiwajuTinubu Happy birthday to you sir many more years to come... please address the issue of this police destroying  market at obalende.. you are the best governor  so far fighting this #Covid_19.,jidesanwoolu asiwajutinubu happy birthday sir many years come please address issue police destroying market obalende best governor far fighting covid,['Covid_19'],"['jidesanwoolu', 'AsiwajuTinubu']",9,"{'label': 'POSITIVE', 'score': 0.9075091481208801}",POSITIVE,0.9075091481208801
167971,2020-03-29T09:41:52,"@DFAPHL Sec. @teddyboylocsin thanks the Chinese Embassy in the Philippines for its generosity despite ""backbiters.""

#tribunecovid19watch #Covid19 #pandemic #coronavirus #EnhancedCommunityQuarantine #socialdistancing #lockdown https://t.co/3sAdxMLAYv",dfaphl sec teddyboylocsin thanks chinese embassy philippines generosity despite backbiters tribunecovid watch covid pandemic coronavirus enhancedcommunityquarantine socialdistancing lockdown,"['tribunecovid19watch', 'Covid19', 'pandemic', 'coronavirus', 'EnhancedCommunityQuarantine', 'socialdistancing', 'lockdown']","['DFAPHL', 'teddyboylocsin']",9,"{'label': 'POSITIVE', 'score': 0.994543731212616}",POSITIVE,0.994543731212616
168006,2020-03-29T09:42:00,"@YouhanaJani @Pontifex I already knew that. Ask @USCCB @sistervpaul_ I am GREAT at tea leaves, horrible at Lotto. This #coronavirus is tearing the Holy Father into pieces like all of the Tridentine Rite  (1570-1970) zealots never did. Pray not for him, @USCCB but with him. God only elects 1 at a time.",youhanajani pontifex already knew ask usccb sistervpaul great tea leaves horrible lotto coronavirus tearing holy father pieces like tridentine rite zealots never pray not usccb god elects time,['coronavirus'],"['YouhanaJani', 'Pontifex', 'USCCB', 'sistervpaul_', 'USCCB']",9,"{'label': 'NEGATIVE', 'score': 0.9949330687522888}",NEGATIVE,-0.9949330687522888
168017,2020-03-29T09:42:03,#businessmodelinnovation Bavaria a Dutch beer producer is making disinfectants that are in high demand in the brewery due the lack of restaurant’s demand for beer #innovation #coronavirus #COVID19 #dutch #WeAreInThisTogether #sanitizer #businessmodels #servicedesign https://t.co/xDrc15z3AH,businessmodelinnovation bavaria dutch beer producer making disinfectants high demand brewery due lack restaurant demand beer innovation coronavirus covid dutch weareinthistogether sanitizer businessmodels servicedesign,"['businessmodelinnovation', 'innovation', 'coronavirus', 'COVID19', 'dutch', 'WeAreInThisTogether', 'sanitizer', 'businessmodels', 'servicedesign']",[],9,"{'label': 'NEGATIVE', 'score': 0.9922032356262207}",NEGATIVE,-0.9922032356262207
168221,2020-03-29T09:42:58,"Prayer to Saint Anthony for the sick:
https://t.co/nSsAiDBwZ1…………………………………

#COVID19 #coronavirus #CoronavirusOutbreak #prayer #illness #SundayThoughts #SundayMorning #SundayMotivation https://t.co/Ss74g6hSv9",prayer saint anthony sick covid coronavirus coronavirusoutbreak prayer illness sundaythoughts sundaymorning sundaymotivation,"['COVID19', 'coronavirus', 'CoronavirusOutbreak', 'prayer', 'illness', 'SundayThoughts', 'SundayMorning', 'SundayMotivation']",[],9,"{'label': 'NEGATIVE', 'score': 0.9905053973197937}",NEGATIVE,-0.9905053973197937
168433,2020-03-29T09:44:01,"My previous point exactly. The more tests we have, the more the # of cases will spike. Get real guys. Madami na talaga #Covid_19 positives sa Pinas. Lets enforce the #quarantine and support our healthcare workers instead! https://t.co/kvSFzjPAVS",previous point exactly tests cases spike get real guys madami talaga covid positives pinas lets enforce quarantine support healthcare workers instead,"['Covid_19', 'quarantine']",[],9,"{'label': 'NEGATIVE', 'score': 0.9889736771583557}",NEGATIVE,-0.9889736771583557
